chr	probe_start	probe_end	TargetID	DesignName	side	gene_name
chr5	114598812	114598932	PGGT1B:114598569:NM_005023_refseq	Design4_Design5	R	PGGT1B
chr5	114630962	114631082	CCDC112:114632458:NM_001040440_refseq	Design4_Design5	L	CCDC112
chr5	114743330	114743450	RF2325583_Intergen_L1:114744254:RF2325583_Intergen_L1_intergenic_negctrls	Design4_Design5	L	RF2325583_Intergen_L1
chr5	114745378	114745498	RF2325583_Intergen_L1:114744254:RF2325583_Intergen_L1_intergenic_negctrls	Design4_Design5	R	RF2325583_Intergen_L1
chr5	114879976	114880096	FEM1C:114880591:NM_020177_refseq	Design4_Design5	L	FEM1C
chr5	114938433	114938553	TICAM2:114938176:NM_021649_refseq	Design4_Design5	R	TICAM2
chr5	114961630	114961750	TMED7:114961876:NM_181836_refseq__TMED7-TICAM2:114961876:NM_001164468_refseq	Design4_Design5	L	TMED7
chr5	115152051	115152171	CDO1:115152405:NM_001801_refseq	Design4_Design5	L	CDO1
chr5	115152443	115152563	CDO1:115152405:NM_001801_refseq	Design4_Design5	R	CDO1
chr5	115177620	115177740	ATG12:115177548:NM_001277783_refseq	Design4_Design5	R	ATG12
chr5	115297194	115297314	LVRN:115298150:NM_173800_refseq	Design4_Design5	L	LVRN
chr5	115298519	115298639	LVRN:115298150:NM_173800_refseq	Design4_Design5	R	LVRN
chr5	115386696	115386816	ARL14EPL:115387162:NM_001195581_refseq	Design4_Design5	L	ARL14EPL
chr5	115387194	115387314	ARL14EPL:115387162:NM_001195581_refseq	Design4_Design5	R	ARL14EPL
chr5	115419734	115419854	COMMD10:115420726:NM_016144_refseq	Design4_Design5	L	COMMD10
chr5	115596661	115596781	rs10043228:115597048:rs10043228_Ast_gwas	Design4_Design5	L	rs10043228
chr5	115597399	115597519	rs10043228:115597048:rs10043228_Ast_gwas	Design4_Design5	R	rs10043228
chr5	115781278	115781398	SEMA6A-AS1:115783193:NR_109879_refseq	Design4_Design5	L	SEMA6A-AS1
chr5	115783259	115783379	SEMA6A-AS1:115783193:NR_109879_refseq	Design4_Design5	R	SEMA6A-AS1
chr5	115909966	115910086	SEMA6A:115910622:NM_001300780_refseq	Design4_Design5	L	SEMA6A
chr5	115911110	115911230	SEMA6A:115910622:NM_001300780_refseq	Design4_Design5	R	SEMA6A
chr5	115975477	115975597	rs6898653:115975656:rs6898653_All_gwas	Design4_Design5	L	rs6898653
chr5	116749597	116749717	LINC00992:116751207:NR_046089_refseq	Design4_Design5	L	LINC00992
chr5	116752031	116752151	LINC00992:116751207:NR_046089_refseq	Design4_Design5	R	LINC00992
chr5	118222716	118222836	RF2333508_Intron_L1:118223985:RF2333508_Intron_L1_intron_negctrls	Design4_Design5	L	RF2333508_Intron_L1
chr5	118225457	118225577	RF2333508_Intron_L1:118223985:RF2333508_Intron_L1_intron_negctrls	Design4_Design5	R	RF2333508_Intron_L1
chr5	118322241	118322361	DTWD2:118324240:NM_173666_refseq	Design4_Design5	L	DTWD2
chr5	118324690	118324810	DTWD2:118324240:NM_173666_refseq	Design4_Design5	R	DTWD2
chr5	118406100	118406220	DMXL1:118406781:NM_001290321_refseq	Design4_Design5	L	DMXL1
chr5	118409088	118409208	DMXL1:118406781:NM_001290321_refseq	Design4_Design5	R	DMXL1
chr5	118484727	118484847	RF2334214_Exon_L1:118484998:RF2334214_Exon_L1_exon_negctrl	Design4_Design5	L	RF2334214_Exon_L1
chr5	118485256	118485376	RF2334214_Exon_L1:118484998:RF2334214_Exon_L1_exon_negctrl	Design4_Design5	R	RF2334214_Exon_L1
chr5	118505971	118506091	RF2334264_Exon_L1:118506284:RF2334264_Exon_L1_exon_negctrl	Design4_Design5	L	RF2334264_Exon_L1
chr5	118506791	118506911	RF2334264_Exon_L1:118506284:RF2334264_Exon_L1_exon_negctrl	Design4_Design5	R	RF2334264_Exon_L1
chr5	118603717	118603837	TNFAIP8:118604386:NM_001077654_refseq	Design4_Design5	L	TNFAIP8
chr5	118604725	118604845	TNFAIP8:118604386:NM_001077654_refseq	Design4_Design5	R	TNFAIP8
chr5	118668373	118668493	TNFAIP8:118668869:NM_001286814_refseq	Design4_Design5	L	TNFAIP8
chr5	118670194	118670314	TNFAIP8:118668869:NM_001286814_refseq	Design4_Design5	R	TNFAIP8
chr5	118689659	118689779	TNFAIP8:118690467:NM_001286813_refseq	Design4_Design5	L	TNFAIP8
chr5	118690511	118690631	TNFAIP8:118690467:NM_001286813_refseq	Design4_Design5	R	TNFAIP8
chr5	118787357	118787477	HSD17B4:118788137:NM_000414_refseq	Design4_Design5	L	HSD17B4
chr5	118788560	118788680	HSD17B4:118788137:NM_000414_refseq	Design4_Design5	R	HSD17B4
chr5	119799649	119799769	PRR16:119799972:NM_001300783_refseq	Design4_Design5	L	PRR16
chr5	119800151	119800271	PRR16:119799972:NM_001300783_refseq	Design4_Design5	R	PRR16
chr5	121187667	121187787	FTMT:121187649:NM_177478_refseq	Design4_Design5	R	FTMT
chr5	121295464	121295584	SRFBP1:121297655:NM_152546_refseq	Design4_Design5	L	SRFBP1
chr5	121298384	121298504	SRFBP1:121297655:NM_152546_refseq	Design4_Design5	R	SRFBP1
chr5	121413541	121413661	LOX:121414055:NM_001178102_refseq	Design4_Design5	L	LOX
chr5	121464961	121465081	ZNF474:121465207:NM_207317_refseq	Design4_Design5	L	ZNF474
chr5	121495722	121495842	LOC100505841:121495870:NM_001195535_refseq	Design4_Design5	L	LOC100505841
chr5	121496424	121496544	LOC100505841:121495870:NM_001195535_refseq	Design4_Design5	R	LOC100505841
chr5	121647525	121647645	SNCAIP:121647819:NM_001242935_refseq	Design4_Design5	L	SNCAIP
chr5	121648199	121648319	SNCAIP:121647819:NM_001242935_refseq	Design4_Design5	R	SNCAIP
chr5	121815408	121815528	MGC32805:121814782:NR_051996_refseq	Design4_Design5	R	MGC32805
chr5	122110335	122110455	SNX2:122110690:NM_001278199_refseq	Design4_Design5	L	SNX2
chr5	122110739	122110859	SNX2:122110690:NM_001278199_refseq	Design4_Design5	R	SNX2
chr5	122180191	122180311	SNX24:122181159:NM_014035_refseq	Design4_Design5	L	SNX24
chr5	122182350	122182470	SNX24:122181159:NM_014035_refseq	Design4_Design5	R	SNX24
chr5	122371385	122371505	PPIC:122372425:NM_000943_refseq	Design4_Design5	L	PPIC
chr5	122372925	122373045	PPIC:122372425:NM_000943_refseq	Design4_Design5	R	PPIC
chr5	122424557	122424677	PRDM6:122424840:NM_001136239_refseq	Design4_Design5	L	PRDM6
chr5	122425356	122425476	PRDM6:122424840:NM_001136239_refseq	Design4_Design5	R	PRDM6
chr5	122613224	122613344	rs6881280:122615524:rs6881280_All_gwas	Design4_Design5	L	rs6881280
chr5	122617788	122617908	rs6881280:122615524:rs6881280_All_gwas	Design4_Design5	R	rs6881280
chr5	122758316	122758436	CEP120:122759286:NM_001166226_refseq	Design4_Design5	L	CEP120
chr5	122759791	122759911	CEP120:122759286:NM_001166226_refseq	Design4_Design5	R	CEP120
chr5	122847045	122847165	CSNK1G3:122847792:NM_001031812_refseq	Design4_Design5	L	CSNK1G3
chr5	122853702	122853822	rs4530754:122855416:rs4530754_Cholesterol,_total_gwas	Design4_Design5	L	rs4530754
chr5	122855778	122855898	rs4530754:122855416:rs4530754_Cholesterol,_total_gwas	Design4_Design5	R	rs4530754
chr5	122880332	122880452	CSNK1G3:122881110:NM_001044723_refseq	Design4_Design5	L	CSNK1G3
chr5	122881302	122881422	CSNK1G3:122881110:NM_001044723_refseq	Design4_Design5	R	CSNK1G3
chr5	123773678	123773798	LINC01170:123774213:NR_125774_refseq	Design4_Design5	L	LINC01170
chr5	123774225	123774345	LINC01170:123774213:NR_125774_refseq	Design4_Design5	R	LINC01170
chr5	124080642	124080762	ZNF608:124080805:NM_020747_refseq	Design4_Design5	L	ZNF608
chr5	124081025	124081145	ZNF608:124080805:NM_020747_refseq	Design4_Design5	R	ZNF608
chr5	124587696	124587816	rs12520745:124588390:rs12520745_All_Ast_gwas__rs17152484:124588158:rs17152484_All_Ast_gwas	Design4_Design5	L	rs12520745
chr5	125695514	125695634	GRAMD3:125695787:NM_001146319_refseq	Design4_Design5	L	GRAMD3
chr5	125695835	125695955	GRAMD3:125695787:NM_001146319_refseq	Design4_Design5	R	GRAMD3
chr5	125757111	125757231	GRAMD3:125758868:NM_001146320_refseq	Design4_Design5	L	GRAMD3
chr5	125759682	125759802	GRAMD3:125758868:NM_001146320_refseq	Design4_Design5	R	GRAMD3
chr5	125800330	125800450	GRAMD3:125800786:NM_001146322_refseq	Design4_Design5	L	GRAMD3
chr5	125929575	125929695	ALDH7A1:125931082:NM_001182_refseq	Design4_Design5	L	ALDH7A1
chr5	125936657	125936777	PHAX:125936606:NM_032177_refseq	Design4_Design5	R	PHAX
chr5	125968166	125968286	TEX43:125967413:NM_207408_refseq	Design4_Design5	R	TEX43
chr5	126112145	126112265	LMNB1:126112314:NM_001198557_refseq	Design4_Design5	L	LMNB1
chr5	126112318	126112438	LMNB1:126112314:NM_001198557_refseq	Design4_Design5	R	LMNB1
chr5	126365647	126365767	MARCH3:126366500:NM_178450_refseq	Design4_Design5	L	MARCH3
chr5	126366668	126366788	MARCH3:126366500:NM_178450_refseq	Design4_Design5	R	MARCH3
chr5	126408625	126408745	C5orf63:126409184:NM_001164478_refseq	Design4_Design5	L	C5orf63
chr5	126410572	126410692	C5orf63:126409184:NM_001164478_refseq	Design4_Design5	R	C5orf63
chr5	126626333	126626453	MEGF10:126626455:NM_001256545_refseq	Design4_Design5	L	MEGF10
chr5	126626617	126626737	MEGF10:126626455:NM_001256545_refseq	Design4_Design5	R	MEGF10
chr5	126852980	126853100	PRRC1:126853300:NM_001286808_refseq	Design4_Design5	L	PRRC1
chr5	126854075	126854195	PRRC1:126853300:NM_001286808_refseq	Design4_Design5	R	PRRC1
chr5	126983744	126983864	CTXN3:126984712:NM_001048252_refseq	Design4_Design5	L	CTXN3
chr5	126984936	126985056	CTXN3:126984712:NM_001048252_refseq	Design4_Design5	R	CTXN3
chr5	127419017	127419137	LINC01184:127418766:NR_015360_refseq__rs3812049:127418850:rs3812049_HepG2_C_gwas	Design4_Design5	R	LINC01184
chr5	127419295	127419415	SLC12A2:127419482:NM_001046_refseq	Design4_Design5	L	SLC12A2
chr5	127873340	127873460	FBN2:127873735:NM_001999_refseq	Design4_Design5	L	FBN2
chr5	128300759	128300879	SLC27A6:128301209:NM_001017372_refseq	Design4_Design5	L	SLC27A6
chr5	128301624	128301744	SLC27A6:128301209:NM_001017372_refseq	Design4_Design5	R	SLC27A6
chr5	128430645	128430765	ISOC1:128430441:NM_016048_refseq	Design4_Design5	R	ISOC1
chr5	128432218	128432338	MIR4633:128433380:NR_039776_refseq	Design4_Design5	L	MIR4633
chr5	128733705	128733825	MIR4460:128732840:NR_039665_refseq	Design4_Design5	R	MIR4460
chr5	128794616	128794736	ADAMTS19:128796102:NM_133638_refseq	Design4_Design5	L	ADAMTS19
chr5	128796515	128796635	ADAMTS19:128796102:NM_133638_refseq__ADAMTS19-AS1:128796382:NR_125748_refseq	Design4_Design5	R	ADAMTS19
chr5	129082760	129082880	KIAA1024L:129083883:NM_001257308_refseq	Design4_Design5	L	KIAA1024L
chr5	129083936	129084056	KIAA1024L:129083883:NM_001257308_refseq	Design4_Design5	R	KIAA1024L
chr5	129239928	129240048	CHSY3:129240522:NM_175856_refseq	Design4_Design5	L	CHSY3
chr5	129240649	129240769	CHSY3:129240522:NM_175856_refseq	Design4_Design5	R	CHSY3
chr5	130006175	130006295	RF2361013_Intergen_L1:130008351:RF2361013_Intergen_L1_intergenic_negctrls	Design4_Design5	L	RF2361013_Intergen_L1
chr5	130500843	130500963	HINT1:130501041:NM_005340_refseq	Design4_Design5	L	HINT1
chr5	130506381	130506501	LYRM7:130506606:NM_001293735_refseq	Design4_Design5	L	LYRM7
chr5	130507291	130507411	LYRM7:130506606:NM_001293735_refseq	Design4_Design5	R	LYRM7
chr5	130597665	130597785	CDC42SE2:130599701:NM_001038702_refseq	Design4_Design5	L	CDC42SE2
chr5	130600413	130600533	CDC42SE2:130599701:NM_001038702_refseq	Design4_Design5	R	CDC42SE2
chr5	130970081	130970201	RAPGEF6:130970929:NM_001164386_refseq	Design4_Design5	L	RAPGEF6
chr5	130971264	130971384	RAPGEF6:130970929:NM_001164386_refseq	Design4_Design5	R	RAPGEF6
chr5	131007104	131007224	RF2363604_Exon_L1:131007523:RF2363604_Exon_L1_exon_negctrl	Design4_Design5	L	RF2363604_Exon_L1
chr5	131007643	131007763	RF2363604_Exon_L1:131007523:RF2363604_Exon_L1_exon_negctrl	Design4_Design5	R	RF2363604_Exon_L1
chr5	131130736	131130856	FNIP1:131132756:NM_001008738_refseq	Design4_Design5	L	FNIP1
chr5	131132845	131132965	FNIP1:131132756:NM_001008738_refseq	Design4_Design5	R	FNIP1
chr5	131281262	131281382	MEIKIN:131281391:NM_001278059_refseq	Design4_Design5	L	MEIKIN
chr5	131281785	131281905	MEIKIN:131281391:NM_001278059_refseq	Design4_Design5	R	MEIKIN
chr5	131346888	131347008	ACSL6:131347761:NM_001009185_refseq	Design4_Design5	L	ACSL6
chr5	131347845	131347965	ACSL6:131347761:NM_001009185_refseq	Design4_Design5	R	ACSL6
chr5	131396167	131396287	IL3:131396346:NM_000588_refseq	Design4_Design5	L	IL3
chr5	131396396	131396516	IL3:131396346:NM_000588_refseq	Design4_Design5	R	IL3
chr5	131407472	131407592	CSF2:131409484:NM_000758_refseq	Design4_Design5	L	CSF2
chr5	131410580	131410700	CSF2:131409484:NM_000758_refseq	Design4_Design5	R	CSF2
chr5	131521166	131521286	P4HA2-AS1:131520568:NR_047470_refseq	Design4_Design5	R	P4HA2-AS1
chr5	131552358	131552478	MIR6830:131553611:NR_106888_refseq	Design4_Design5	L	MIR6830
chr5	131553801	131553921	MIR6830:131553611:NR_106888_refseq	Design4_Design5	R	MIR6830
chr5	131563365	131563485	P4HA2:131563556:NM_001017973_refseq	Design4_Design5	L	P4HA2
chr5	131563776	131563896	P4HA2:131563556:NM_001017973_refseq	Design4_Design5	R	P4HA2
chr5	131593132	131593252	PDLIM4:131593350:NM_001131027_refseq	Design4_Design5	L	PDLIM4
chr5	131593479	131593599	PDLIM4:131593350:NM_001131027_refseq	Design4_Design5	R	PDLIM4
chr5	131629786	131629906	SLC22A4:131630144:NM_003059_refseq	Design4_Design5	L	SLC22A4
chr5	131630213	131630333	SLC22A4:131630144:NM_003059_refseq	Design4_Design5	R	SLC22A4
chr5	131665857	131665977	rs273909:131667353:rs273909_cadgwas_gwas	Design4_Design5	L	rs273909
chr5	131668138	131668258	rs273909:131667353:rs273909_cadgwas_gwas	Design4_Design5	R	rs273909
chr5	131672447	131672567	rs12777:131671662:rs12777_Pso_gwas	Design4_Design5	R	rs12777
chr5	131704879	131704999	SLC22A5:131705400:NM_003060_refseq	Design4_Design5	L	SLC22A5
chr5	131707477	131707597	SLC22A5:131705400:NM_003060_refseq	Design4_Design5	R	SLC22A5
chr5	131722776	131722896	rs2073643:131723288:rs2073643_Ast_gwas	Design4_Design5	L	rs2073643
chr5	131724541	131724661	rs2073643:131723288:rs2073643_Ast_gwas	Design4_Design5	R	rs2073643
chr5	131743784	131743904	rs1016988:131744574:rs1016988_Pso_gwas	Design4_Design5	L	rs1016988
chr5	131744846	131744966	rs1016988:131744574:rs1016988_Pso_gwas	Design4_Design5	R	rs1016988
chr5	131794718	131794838	rs11745587:131796922:rs11745587_Ast_gwas	Design4_Design5	L	rs11745587
chr5	131798403	131798523	rs11745587:131796922:rs11745587_Ast_gwas	Design4_Design5	R	rs11745587
chr5	131829154	131829274	rs2549003:131829297:rs2549003_Ast_gwas	Design4_Design5	L	rs2549003
chr5	131829592	131829712	rs2549003:131829297:rs2549003_Ast_gwas	Design4_Design5	R	rs2549003
chr5	131861887	131862007	rs4143832:131862977:rs4143832_Ast_gwas	Design4_Design5	L	rs4143832
chr5	131863244	131863364	rs4143832:131862977:rs4143832_Ast_gwas	Design4_Design5	R	rs4143832
chr5	131878945	131879065	IL5:131879214:NM_000879_refseq	Design4_Design5	L	IL5
chr5	131879459	131879579	IL5:131879214:NM_000879_refseq	Design4_Design5	R	IL5
chr5	131892421	131892541	RAD50:131892615:NM_005732_refseq	Design4_Design5	L	RAD50
chr5	131892749	131892869	RAD50:131892615:NM_005732_refseq	Design4_Design5	R	RAD50
chr5	131901279	131901399	rs2244012:131901225:rs2244012_All_Ast_gwas	Design4_Design5	R	rs2244012
chr5	131971097	131971217	rs6871536:131969874:rs6871536_Ast_gwas	Design4_Design5	R	rs6871536
chr5	131995322	131995442	IL13:131993864:NM_002188_refseq__rs1295686:131995843:rs1295686_ADe_gwas__rs20541:131995964:rs20541_All_Pso_gwas	Design4_Design5	R	IL13
chr5	131995438	131995558	rs1295686:131995843:rs1295686_ADe_gwas__rs20541:131995964:rs20541_All_Pso_gwas	Design4_Design5	L	rs1295686
chr5	132009216	132009336	IL4:132009677:NM_000589_refseq	Design4_Design5	L	IL4
chr5	132009724	132009844	IL4:132009677:NM_000589_refseq	Design4_Design5	R	IL4
chr5	132047617	132047737	rs2897442:132049027:rs2897442_ADe_gwas	Design4_Design5	L	rs2897442
chr5	132083641	132083761	CCNI2:132083136:NM_001039780_refseq	Design4_Design5	R	CCNI2
chr5	132113399	132113519	SEPT8:132113561:NM_001098811_refseq	Design4_Design5	L	SEPT8
chr5	132114817	132114937	SEPT8:132113561:NM_001098811_refseq	Design4_Design5	R	SEPT8
chr5	132149785	132149905	SOWAHA:132149015:NM_175873_refseq	Design4_Design5	R	SOWAHA
chr5	132161141	132161261	SHROOM1:132162002:NM_133456_refseq	Design4_Design5	L	SHROOM1
chr5	132166646	132166766	SHROOM1:132166590:NM_001172700_refseq	Design4_Design5	R	SHROOM1
chr5	132200674	132200794	UQCRQ:132202318:NM_014402_refseq	Design4_Design5	L	UQCRQ
chr5	132202498	132202618	UQCRQ:132202318:NM_014402_refseq	Design4_Design5	R	UQCRQ
chr5	132209185	132209305	LEAP2:132209357:NM_052971_refseq	Design4_Design5	L	LEAP2
chr5	132209458	132209578	LEAP2:132209357:NM_052971_refseq	Design4_Design5	R	LEAP2
chr5	132298543	132298663	AFF4:132299354:NM_014423_refseq	Design4_Design5	L	AFF4
chr5	132299608	132299728	AFF4:132299354:NM_014423_refseq	Design4_Design5	R	AFF4
chr5	132364499	132364619	ZCCHC10:132362275:NM_001300816_refseq	Design4_Design5	R	ZCCHC10
chr5	132387290	132387410	HSPA4:132387661:NM_002154_refseq	Design4_Design5	L	HSPA4
chr5	132388246	132388366	HSPA4:132387661:NM_002154_refseq	Design4_Design5	R	HSPA4
chr5	132762307	132762427	MIR1289-2:132763398:NR_031621_refseq	Design4_Design5	L	MIR1289-2
chr5	132763803	132763923	MIR1289-2:132763398:NR_031621_refseq	Design4_Design5	R	MIR1289-2
chr5	132947223	132947343	FSTL4:132948223:NM_015082_refseq	Design4_Design5	L	FSTL4
chr5	132948722	132948842	FSTL4:132948223:NM_015082_refseq	Design4_Design5	R	FSTL4
chr5	133021665	133021785	rs6596140:133021851:rs6596140_Hypertension_gwas	Design4_Design5	L	rs6596140
chr5	133023298	133023418	rs6596140:133021851:rs6596140_Hypertension_gwas	Design4_Design5	R	rs6596140
chr5	133303837	133303957	C5orf15:133304406:NM_020199_refseq	Design4_Design5	L	C5orf15
chr5	133304474	133304594	C5orf15:133304406:NM_020199_refseq	Design4_Design5	R	C5orf15
chr5	133340203	133340323	VDAC1:133340824:NM_003374_refseq	Design4_Design5	L	VDAC1
chr5	133341174	133341294	VDAC1:133340824:NM_003374_refseq	Design4_Design5	R	VDAC1
chr5	133450199	133450319	TCF7:133450401:NM_001134851_refseq	Design4_Design5	L	TCF7
chr5	133451749	133451869	TCF7:133450401:NM_001134851_refseq	Design4_Design5	R	TCF7
chr5	133512411	133512531	SKP1:133512724:NM_006930_refseq	Design4_Design5	L	SKP1
chr5	133561014	133561134	MIR3661:133561447:NR_037434_refseq	Design4_Design5	L	MIR3661
chr5	133562087	133562207	MIR3661:133561447:NR_037434_refseq__PPP2CA:133561950:NM_002715_refseq	Design4_Design5	R	MIR3661
chr5	133702933	133703053	CDKL3:133702765:NM_001113575_refseq	Design4_Design5	R	CDKL3
chr5	133706998	133707118	CDKL3:133706738:NM_001300853_refseq__UBE2B:133706866:NM_003337_refseq	Design4_Design5	R	CDKL3
chr5	133747278	133747398	CDKN2AIPNL:133747598:NM_080656_refseq	Design4_Design5	L	CDKN2AIPNL
chr5	133860090	133860210	JADE2:133861339:NM_001289984_refseq	Design4_Design5	L	JADE2
chr5	133861652	133861772	JADE2:133861339:NM_001289984_refseq	Design4_Design5	R	JADE2
chr5	133968364	133968484	SAR1B:133968533:NM_001033503_refseq	Design4_Design5	L	SAR1B
chr5	133984204	133984324	SEC24A:133984474:NM_001252231_refseq	Design4_Design5	L	SEC24A
chr5	133985300	133985420	SEC24A:133984474:NM_001252231_refseq	Design4_Design5	R	SEC24A
chr5	134072016	134072136	CAMLG:134074169:NM_001745_refseq	Design4_Design5	L	CAMLG
chr5	134074331	134074451	CAMLG:134074169:NM_001745_refseq	Design4_Design5	R	CAMLG
chr5	134094104	134094224	DDX46:134094423:NM_001300860_refseq	Design4_Design5	L	DDX46
chr5	134094841	134094961	DDX46:134094423:NM_001300860_refseq	Design4_Design5	R	DDX46
chr5	134181055	134181175	C5orf24:134181369:NM_001135586_refseq	Design4_Design5	L	C5orf24
chr5	134181379	134181499	C5orf24:134181369:NM_001135586_refseq	Design4_Design5	R	C5orf24
chr5	134208693	134208813	TXNDC15:134209459:NM_024715_refseq	Design4_Design5	L	TXNDC15
chr5	134238702	134238822	PCBD2:134240809:NM_032151_refseq	Design4_Design5	L	PCBD2
chr5	134242187	134242307	PCBD2:134240809:NM_032151_refseq	Design4_Design5	R	PCBD2
chr5	134261853	134261973	MIR4461:134263728:NR_039666_refseq	Design4_Design5	L	MIR4461
chr5	134262559	134262679	MIR4461:134263728:NR_039666_refseq	Design4_Design5	L	MIR4461
chr5	134302158	134302278	CATSPER3:134303595:NM_178019_refseq	Design4_Design5	L	CATSPER3
chr5	134305461	134305581	CATSPER3:134303595:NM_178019_refseq	Design4_Design5	R	CATSPER3
chr5	134369131	134369251	PITX1:134369964:NM_002653_refseq	Design4_Design5	L	PITX1
chr5	134370252	134370372	PITX1:134369964:NM_002653_refseq	Design4_Design5	R	PITX1
chr5	134375051	134375171	C5orf66-AS1:134375737:NR_105049_refseq	Design4_Design5	L	C5orf66-AS1
chr5	134510199	134510319	rs10900831:134510611:rs10900831_HepG2_C_gwas	Design4_Design5	L	rs10900831
chr5	134511740	134511860	rs10900831:134510611:rs10900831_HepG2_C_gwas	Design4_Design5	R	rs10900831
chr5	134583552	134583672	C5orf66-AS2:134583867:NR_037895_refseq	Design4_Design5	L	C5orf66-AS2
chr5	134584702	134584822	C5orf66-AS2:134583867:NR_037895_refseq	Design4_Design5	R	C5orf66-AS2
chr5	134735421	134735541	H2AFY:134735577:NM_001040158_refseq	Design4_Design5	L	H2AFY
chr5	134736533	134736653	H2AFY:134735577:NM_001040158_refseq	Design4_Design5	R	H2AFY
chr5	134783765	134783885	DCANP1:134783038:NM_130848_refseq	Design4_Design5	R	DCANP1
chr5	134787731	134787851	TIFAB:134788089:NM_001099221_refseq	Design4_Design5	L	TIFAB
chr5	134871082	134871202	NEUROG1:134871639:NM_006161_refseq	Design4_Design5	L	NEUROG1
chr5	134872300	134872420	NEUROG1:134871639:NM_006161_refseq	Design4_Design5	R	NEUROG1
chr5	134914318	134914438	CXCL14:134914969:NM_004887_refseq	Design4_Design5	L	CXCL14
chr5	134914995	134915115	CXCL14:134914969:NM_004887_refseq	Design4_Design5	R	CXCL14
chr5	135169478	135169598	SLC25A48:135170364:NM_145282_refseq	Design4_Design5	L	SLC25A48
chr5	135170458	135170578	SLC25A48:135170364:NM_145282_refseq	Design4_Design5	R	SLC25A48
chr5	135231272	135231392	IL9:135231516:NM_000590_refseq	Design4_Design5	L	IL9
chr5	135231652	135231772	IL9:135231516:NM_000590_refseq	Design4_Design5	R	IL9
chr5	135266407	135266527	FBXL21:135266005:NM_012159_refseq	Design4_Design5	R	FBXL21
chr5	135290380	135290500	LECT2:135290723:NM_002302_refseq	Design4_Design5	L	LECT2
chr5	135290784	135290904	LECT2:135290723:NM_002302_refseq	Design4_Design5	R	LECT2
chr5	135364309	135364429	TGFBI:135364583:NM_000358_refseq	Design4_Design5	L	TGFBI
chr5	135365828	135365948	TGFBI:135364583:NM_000358_refseq	Design4_Design5	R	TGFBI
chr5	135415196	135415316	VTRNA2-1:135416286:NR_030583_refseq	Design4_Design5	L	VTRNA2-1
chr5	135416706	135416826	VTRNA2-1:135416286:NR_030583_refseq	Design4_Design5	R	VTRNA2-1
chr5	135469031	135469151	SMAD5:135468533:NM_001001419_refseq	Design4_Design5	R	SMAD5
chr5	135470207	135470327	SMAD5-AS1:135470579:NR_026763_refseq	Design4_Design5	L	SMAD5-AS1
chr5	135700806	135700926	TRPC7:135701164:NM_001167576_refseq	Design4_Design5	L	TRPC7
chr5	135701564	135701684	TRPC7:135701164:NM_001167576_refseq	Design4_Design5	R	TRPC7
chr5	136834235	136834355	SPOCK1:136835018:NM_004598_refseq	Design4_Design5	L	SPOCK1
chr5	136836654	136836774	SPOCK1:136835018:NM_004598_refseq	Design4_Design5	R	SPOCK1
chr5	136983101	136983221	MIR874:136983338:NR_030588_refseq	Design4_Design5	L	MIR874
chr5	137041959	137042079	KLHL3:137042116:NM_001257195_refseq	Design4_Design5	L	KLHL3
chr5	137056209	137056329	KLHL3:137056999:NM_001257194_refseq	Design4_Design5	L	KLHL3
chr5	137057562	137057682	KLHL3:137056999:NM_001257194_refseq	Design4_Design5	R	KLHL3
chr5	137071433	137071553	KLHL3:137071779:NM_017415_refseq	Design4_Design5	L	KLHL3
chr5	137072185	137072305	KLHL3:137071779:NM_017415_refseq	Design4_Design5	R	KLHL3
chr5	137089410	137089530	HNRNPA0:137090039:NM_006805_refseq	Design4_Design5	L	HNRNPA0
chr5	137090062	137090182	HNRNPA0:137090039:NM_006805_refseq	Design4_Design5	R	HNRNPA0
chr5	137135524	137135644	NPY6R:137136881:NR_002713_refseq	Design4_Design5	L	NPY6R
chr5	137137134	137137254	NPY6R:137136881:NR_002713_refseq	Design4_Design5	R	NPY6R
chr5	137201506	137201626	MYOT:137203544:NM_001135940_refseq	Design4_Design5	L	MYOT
chr5	137203784	137203904	MYOT:137203544:NM_001135940_refseq	Design4_Design5	R	MYOT
chr5	137222889	137223009	PKD2L2:137225124:NM_001258448_refseq	Design4_Design5	L	PKD2L2
chr5	137225380	137225500	PKD2L2:137225124:NM_001258448_refseq	Design4_Design5	R	PKD2L2
chr5	137417730	137417850	WNT8A:137419580:NM_001300938_refseq	Design4_Design5	L	WNT8A
chr5	137419863	137419983	WNT8A:137419580:NM_001300938_refseq	Design4_Design5	R	WNT8A
chr5	137474359	137474479	NME5:137475132:NM_003551_refseq	Design4_Design5	L	NME5
chr5	137475386	137475506	NME5:137475132:NM_003551_refseq	Design4_Design5	R	NME5
chr5	137514241	137514361	KIF20A:137514416:NM_005733_refseq	Design4_Design5	L	KIF20A
chr5	137514930	137515050	BRD8:137514358:NM_001164326_refseq__KIF20A:137514416:NM_005733_refseq	Design4_Design5	R	BRD8
chr5	137548802	137548922	CDC23:137549032:NM_004661_refseq	Design4_Design5	L	CDC23
chr5	137609666	137609786	GFRA3:137610253:NM_001496_refseq	Design4_Design5	L	GFRA3
chr5	137610398	137610518	GFRA3:137610253:NM_001496_refseq	Design4_Design5	R	GFRA3
chr5	137667333	137667453	CDC25C:137667566:NM_001287582_refseq	Design4_Design5	L	CDC25C
