name2	name	chrom	strand	txStart	txEnd	probe_id	THP1_nLPS	THP1_wLPS	pval
ZNF410	NM_001242928	chr14	+	74353317	74398991	NM_001242928_refseq	0	0	1
ZNF410	NM_021188	chr14	+	74353317	74398991	NM_021188_refseq	0	0	1
ZNF410	NR_040251	chr14	+	74353317	74398991	NR_040251_refseq	0	0	1
ZNF414	NM_001146175	chr19	-	8575461	8579048	NM_001146175_refseq	4.588294	4.480461	0.959166338
ZNF414	NM_032370	chr19	-	8576215	8579048	NM_032370_refseq	0	0	1
ZNF415	NM_001136038	chr19	-	53611131	53636171	NM_001136038_refseq	0.1839145	0.116867	0.859805299
ZNF415	NM_001164309	chr19	-	53611131	53636171	NM_001164309_refseq	0	0	1
ZNF415	NM_018355	chr19	-	53611131	53636173	NM_018355_refseq	0	0	1
ZNF415	NR_028343	chr19	-	53611131	53636173	NR_028343_refseq	0	0.106045	0.590099805
ZNF416	NM_017879	chr19	-	58082933	58090243	NM_017879_refseq	1.4956185	2.072486	0.729862534
ZNF417	NM_001297734	chr19	-	58417141	58427984	NM_001297734_refseq	5.107875	4.720201	0.858637284
ZNF417	NM_152475	chr19	-	58417141	58427978	NM_152475_refseq	0	0	1
ZNF418	NM_133460	chr19	-	58433251	58446740	NM_133460_refseq	0	0	1
ZNF419	NM_001098491	chr19	+	57999078	58006048	NM_001098491_refseq	0.7051925	0.2199685	0.472712074
ZNF419	NM_001098492	chr19	+	57999078	58006048	NM_001098492_refseq	0	0	1
ZNF419	NM_001098493	chr19	+	57999078	58006048	NM_001098493_refseq	0	0	1
ZNF419	NM_001098494	chr19	+	57999078	58006048	NM_001098494_refseq	0	0	1
ZNF419	NM_001098495	chr19	+	57999078	58006048	NM_001098495_refseq	0	0	1
ZNF419	NM_001098496	chr19	+	57999078	58006048	NM_001098496_refseq	0	0	1
ZNF419	NM_001291743	chr19	+	57999078	58006048	NM_001291743_refseq	0	0	1
ZNF419	NM_001291744	chr19	+	57999078	58006048	NM_001291744_refseq	0	0	1
ZNF419	NM_001291745	chr19	+	57999078	58006048	NM_001291745_refseq	0	0	1
ZNF419	NM_024691	chr19	+	57999078	58006048	NM_024691_refseq	0	0	1
ZNF420	NM_144689	chr19	+	37569381	37620651	NM_144689_refseq	0.7618555	0	0.151779801
ZNF423	NM_001271620	chr16	-	49524514	49891830	NM_001271620_refseq	0.003651	0	0.919528882
ZNF423	NM_015069	chr16	-	49524514	49856649	NM_015069_refseq	0	0	1
ZNF425	NM_001001661	chr7	-	148799877	148823438	NM_001001661_refseq	0.6341745	0.1665275	0.45276286
ZNF426	NM_001300883	chr19	-	9638680	9649321	NM_001300883_refseq	1.3899345	0.8029425	0.592723439
ZNF426	NM_024106	chr19	-	9638680	9649303	NM_024106_refseq	0	0	1
ZNF428	NM_182498	chr19	-	44111375	44124014	NM_182498_refseq	5.1817015	1.4127955	0.068241869
ZNF429	NM_001001415	chr19	+	21688436	21721079	NM_001001415_refseq	2.1550725	1.112778	0.402353398
ZNF43	NM_001256648	chr19	-	21987750	22034870	NM_001256648_refseq	0.744272	0.563291	0.822867653
ZNF43	NM_001256649	chr19	-	21987750	22034870	NM_001256649_refseq	0	0	1
ZNF43	NM_001256650	chr19	-	21987750	22034870	NM_001256650_refseq	0	0	1
ZNF43	NM_001256651	chr19	-	21987750	22034870	NM_001256651_refseq	0	0	1
ZNF43	NM_001256653	chr19	-	21987750	22034870	NM_001256653_refseq	0	0	1
ZNF43	NM_001256654	chr19	-	21987750	22019010	NM_001256654_refseq	0	0	1
ZNF43	NM_003423	chr19	-	21987750	22019010	NM_003423_refseq	0	0	1
ZNF430	NM_001172671	chr19	+	21203425	21242852	NM_001172671_refseq	0	0	1
ZNF430	NM_025189	chr19	+	21203425	21242852	NM_025189_refseq	4.5782125	2.557831	0.33104413
ZNF431	NM_133473	chr19	+	21324839	21368805	NM_133473_refseq	0	0	1
ZNF432	NM_014650	chr19	-	52536676	52552073	NM_014650_refseq	3.7441945	4.3710595	0.79901444
ZNF433	NM_001080411	chr19	-	12125531	12146525	NM_001080411_refseq	0	0	1
ZNF436	NM_001077195	chr1	-	23685940	23696357	NM_001077195_refseq	1.7361015	2.0588765	0.827231742
ZNF436	NM_030634	chr1	-	23685940	23694879	NM_030634_refseq	0	0	1
ZNF436-AS1	NR_033690	chr1	+	23695463	23698330	NR_033690_refseq	0.3256155	0.2338105	0.860303091
ZNF436-AS1	NR_033691	chr1	+	23695710	23698330	NR_033691_refseq	0	0	1
ZNF438	NM_001143766	chr10	-	31133564	31320866	NM_001143766_refseq	0	0	1
ZNF438	NM_001143767	chr10	-	31133564	31320866	NM_001143767_refseq	0	0	1
ZNF438	NM_001143768	chr10	-	31133564	31320866	NM_001143768_refseq	0	0	1
ZNF438	NM_001143769	chr10	-	31133564	31288446	NM_001143769_refseq	3.990822	17.636552	0.178838374
ZNF438	NM_001143770	chr10	-	31133564	31320866	NM_001143770_refseq	0.204254	0.1720245	0.937501679
ZNF438	NM_001143771	chr10	-	31133564	31320866	NM_001143771_refseq	0	0	1
ZNF438	NM_182755	chr10	-	31133564	31320866	NM_182755_refseq	0	0	1
ZNF438	NR_026560	chr10	-	31133564	31320866	NR_026560_refseq	0	0	1
ZNF439	NM_152262	chr19	+	11976843	11980306	NM_152262_refseq	0.9058655	0.4150125	0.551002305
ZNF44	NM_001164276	chr19	-	12382624	12405714	NM_001164276_refseq	0.209744	0.88451	0.363468578
ZNF44	NM_016264	chr19	-	12382624	12405714	NM_016264_refseq	0	0	1
ZNF440	NM_152357	chr19	+	11925106	11946016	NM_152357_refseq	1.809265	2.7306135	0.551216381
ZNF441	NM_152355	chr19	+	11877814	11894893	NM_152355_refseq	0.1574855	1.085511	0.232075637
ZNF442	NM_030824	chr19	-	12460184	12476475	NM_030824_refseq	0.7506075	1.1746245	0.690217338
ZNF443	NM_005815	chr19	-	12540519	12551926	NM_005815_refseq	1.1971225	0.225178	0.242985427
ZNF444	NM_001253792	chr19	+	56652534	56672262	NM_001253792_refseq	0	0	1
ZNF444	NM_018337	chr19	+	56652534	56672262	NM_018337_refseq	15.0864095	5.661426	0.409838763
ZNF445	NM_181489	chr3	-	44481261	44519162	NM_181489_refseq	3.936369	2.459993	0.406380876
ZNF446	NM_001304453	chr19	+	58988545	59000900	NM_001304453_refseq	0	0	1
ZNF446	NM_017908	chr19	+	58987530	58992601	NM_017908_refseq	4.7169275	5.850413	0.7144238
ZNF449	NM_152695	chrX	+	134478695	134497338	NM_152695_refseq	1.465856	0.7684955	0.528328308
ZNF45	NM_003425	chr19	-	44416775	44439411	NM_003425_refseq	2.118729	1.845138	0.832932927
ZNF451	NM_001031623	chr6	+	56954827	57035098	NM_001031623_refseq	0.4532515	0.501966	0.953789966
ZNF451	NM_001257273	chr6	+	56954807	56974512	NM_001257273_refseq	10.9775935	9.766546	0.914576151
ZNF451	NM_015555	chr6	+	56954827	57035098	NM_015555_refseq	0	0	1
ZNF454	NM_001178089	chr5	+	178368193	178393218	NM_001178089_refseq	0	0	1
ZNF454	NM_001178090	chr5	+	178368193	178393218	NM_001178090_refseq	0	0	1
ZNF454	NM_182594	chr5	+	178368193	178393218	NM_182594_refseq	0	0	1
ZNF460	NM_006635	chr19	+	57791852	57805436	NM_006635_refseq	16.9274345	17.9325745	0.924463713
ZNF461	NM_001297623	chr19	-	37128282	37157755	NM_001297623_refseq	0	0	1
ZNF461	NM_153257	chr19	-	37128282	37157755	NM_153257_refseq	0	0	1
ZNF462	NM_021224	chr9	+	109625377	109773796	NM_021224_refseq	0.965205	3.4237485	0.09265117
ZNF467	NM_207336	chr7	-	149461452	149470295	NM_207336_refseq	3.918973	1.873667	0.316501289
ZNF468	NM_001008801	chr19	-	53341784	53360902	NM_001008801_refseq	0	0	1
ZNF468	NM_001277120	chr19	-	53341784	53360902	NM_001277120_refseq	0	0	1
ZNF468	NR_102299	chr19	-	53341784	53360902	NR_102299_refseq	1.34689	0.7079545	0.543152972
ZNF468	NR_102300	chr19	-	53341784	53360902	NR_102300_refseq	0	0	1
ZNF468	NR_102301	chr19	-	53341784	53360902	NR_102301_refseq	0	0	1
ZNF469	NM_001127464	chr16	+	88493878	88507165	NM_001127464_refseq	8.0629495	5.6301935	0.506721227
ZNF470	NM_001001668	chr19	+	57078889	57094262	NM_001001668_refseq	0.3636075	0.356492	0.985575708
ZNF471	NM_020813	chr19	+	57019211	57040269	NM_020813_refseq	0.311353	0.1952895	0.815435937
ZNF473	NM_001006656	chr19	+	50529211	50552031	NM_001006656_refseq	0	0	1
ZNF473	NM_015428	chr19	+	50529211	50552031	NM_015428_refseq	2.728571	1.9172465	0.719259105
ZNF474	NM_207317	chr5	+	121465207	121489266	NM_207317_refseq	1.324491	1.305211	0.975975965
ZNF479	NM_033273	chr7	-	57187325	57207571	NM_033273_refseq	0	0	1
ZNF48	NM_001214906	chr16	+	30389632	30411429	NM_001214906_refseq	0	0	1
ZNF48	NM_001214907	chr16	+	30389634	30411429	NM_001214907_refseq	0	0	1
ZNF48	NM_001214909	chr16	+	30406432	30411429	NM_001214909_refseq	2.3709805	3.1801395	0.644130154
ZNF48	NM_152652	chr16	+	30406739	30411429	NM_152652_refseq	0	0	1
ZNF480	NM_001297624	chr19	+	52800421	52829180	NM_001297624_refseq	0	0	1
ZNF480	NM_001297625	chr19	+	52800421	52829180	NM_001297625_refseq	0	0	1
ZNF480	NM_144684	chr19	+	52800421	52829180	NM_144684_refseq	0.981841	7.363174	0.001875779
ZNF483	NM_001007169	chr9	+	114287438	114340124	NM_001007169_refseq	0	0	1
ZNF483	NM_133464	chr9	+	114287438	114306712	NM_133464_refseq	0	0	1
ZNF484	NM_001007101	chr9	-	95607312	95640320	NM_001007101_refseq	0	0	1
ZNF484	NM_001261458	chr9	-	95607312	95640320	NM_001261458_refseq	0	0	1
ZNF484	NM_001261459	chr9	-	95607312	95640320	NM_001261459_refseq	0.9338725	0.978823	0.973380269
ZNF484	NM_001261460	chr9	-	95607312	95640320	NM_001261460_refseq	0	0	1
ZNF484	NM_031486	chr9	-	95607312	95640320	NM_031486_refseq	0	0	1
ZNF485	NM_145312	chr10	+	44101854	44113352	NM_145312_refseq	0	0	1
ZNF486	NM_052852	chr19	+	20278022	20311299	NM_052852_refseq	0.0057125	0	0.899442958
ZNF487	NR_026693	chr10	+	43932573	43978007	NR_026693_refseq	0	0	1
ZNF488	NM_153034	chr10	+	48355088	48373866	NM_153034_refseq	0.606929	0.1137335	0.39615332
ZNF490	NM_020714	chr19	-	12686919	12721623	NM_020714_refseq	4.0871135	1.283149	0.090685542
ZNF491	NM_152356	chr19	+	11909390	11919306	NM_152356_refseq	0	0	1
ZNF492	NM_020855	chr19	+	22817125	22850472	NM_020855_refseq	0.1296055	0.0689265	0.844187725
ZNF493	NM_001076678	chr19	+	21579920	21610296	NM_001076678_refseq	1.0543525	1.282465	0.855526534
ZNF493	NM_145326	chr19	+	21579920	21591601	NM_145326_refseq	0	0	1
ZNF493	NM_175910	chr19	+	21579920	21610296	NM_175910_refseq	0	0	1
ZNF496	NM_032752	chr1	-	247463621	247495045	NM_032752_refseq	4.7361045	4.966385	0.944374197
ZNF497	NM_001207009	chr19	-	58865722	58874214	NM_001207009_refseq	0	0	1
ZNF497	NM_198458	chr19	-	58865722	58874214	NM_198458_refseq	0.313012	0.5392205	0.740911118
ZNF500	NM_001303450	chr16	-	4800814	4817219	NM_001303450_refseq	0	0	1
ZNF500	NM_021646	chr16	-	4800814	4817219	NM_021646_refseq	2.513959	1.755296	0.59076372
ZNF501	NM_001258280	chr3	+	44771097	44778575	NM_001258280_refseq	0	0.0931775	0.613589372
ZNF501	NM_145044	chr3	+	44771097	44778575	NM_145044_refseq	0	0	1
ZNF502	NM_001134440	chr3	+	44754134	44765323	NM_001134440_refseq	0	0	1
ZNF502	NM_001134441	chr3	+	44754134	44765323	NM_001134441_refseq	0	0	1
ZNF502	NM_001134442	chr3	+	44754134	44765323	NM_001134442_refseq	0	0	1
ZNF502	NM_001282880	chr3	+	44754134	44765323	NM_001282880_refseq	0	0	1
ZNF502	NM_033210	chr3	+	44754134	44765323	NM_033210_refseq	0	0	1
ZNF503	NM_032772	chr10	-	77157587	77161652	NM_032772_refseq	2.095046	2.3900525	0.871875025
ZNF503	NR_120651	chr10	-	77039483	77161652	NR_120651_refseq	0	0	1
ZNF503-AS1	NR_038223	chr10	+	77056140	77121436	NR_038223_refseq	0	0	1
ZNF503-AS1	NR_038224	chr10	+	77056140	77121436	NR_038224_refseq	0	0	1
ZNF503-AS1	NR_038225	chr10	+	77056140	77121436	NR_038225_refseq	0	0	1
ZNF503-AS1	NR_038226	chr10	+	77056140	77121436	NR_038226_refseq	0	0	1
ZNF503-AS2	NR_024421	chr10	+	77161285	77168740	NR_024421_refseq	0.9223725	0.0054065	0.125240938
ZNF503-AS2	NR_024422	chr10	+	77163513	77168740	NR_024422_refseq	0	0	1
ZNF503-AS2	NR_110299	chr10	+	77162811	77168740	NR_110299_refseq	0.233357	0	0.421918539
ZNF503-AS2	NR_110300	chr10	+	77163634	77168740	NR_110300_refseq	0	0	1
ZNF503-AS2	NR_110301	chr10	+	77162654	77168740	NR_110301_refseq	0	0	1
ZNF503-AS2	NR_110302	chr10	+	77163922	77168740	NR_110302_refseq	0.3247725	0	0.344415991
ZNF506	NM_001099269	chr19	-	19903519	19932560	NM_001099269_refseq	6.708775	5.393327	0.659641669
ZNF506	NM_001145404	chr19	-	19903519	19932560	NM_001145404_refseq	0	0	1
ZNF507	NM_001136156	chr19	+	32836513	32878573	NM_001136156_refseq	2.122427	2.3292765	0.927265523
ZNF507	NM_014910	chr19	+	32836513	32878573	NM_014910_refseq	0	0	1
ZNF510	NM_014930	chr9	-	99518146	99540328	NM_014930_refseq	0	0	1
ZNF511	NM_145806	chr10	+	135122392	135126666	NM_145806_refseq	0.984779	3.467465	0.089956224
ZNF511	NR_130127	chr10	+	135122392	135126666	NR_130127_refseq	0	0	1
ZNF512	NM_001271286	chr2	+	27805835	27846082	NM_001271286_refseq	0	0	1
ZNF512	NM_001271287	chr2	+	27805835	27846082	NM_001271287_refseq	0	0	1
ZNF512	NM_001271288	chr2	+	27805835	27846082	NM_001271288_refseq	0	0	1
ZNF512	NM_001271289	chr2	+	27805835	27846082	NM_001271289_refseq	0	0	1
ZNF512	NM_001271318	chr2	+	27805835	27846082	NM_001271318_refseq	22.4943025	12.7718785	0.503654437
ZNF512	NM_032434	chr2	+	27805835	27846082	NM_032434_refseq	0	0	1
ZNF512B	NM_020713	chr20	-	62588056	62601223	NM_020713_refseq	10.7011895	7.2904345	0.423600934
ZNF513	NM_001201459	chr2	-	27600097	27603311	NM_001201459_refseq	0	0	1
ZNF513	NM_144631	chr2	-	27600097	27603611	NM_144631_refseq	19.8465635	13.894205	0.524605419
ZNF514	NM_032788	chr2	-	95813399	95825263	NM_032788_refseq	0	0	1
ZNF516	NM_014643	chr18	-	74069636	74207146	NM_014643_refseq	20.4291165	12.9817935	0.316120465
ZNF517	NM_213605	chr8	+	146024260	146034529	NM_213605_refseq	0	0	1
ZNF518A	NM_001278524	chr10	+	97889471	97923517	NM_001278524_refseq	1.495141	2.102341	0.665268722
ZNF518A	NM_001278525	chr10	+	97889812	97923517	NM_001278525_refseq	0	0	1
ZNF518A	NM_001278526	chr10	+	97889471	97923517	NM_001278526_refseq	0	0	1
ZNF518A	NM_014803	chr10	+	97889471	97923517	NM_014803_refseq	0	0	1
ZNF518B	NM_053042	chr4	-	10441503	10459032	NM_053042_refseq	3.19184	2.8596185	0.833020068
ZNF519	NM_145287	chr18	-	14099941	14132489	NM_145287_refseq	1.4262795	0.616003	0.438906031
ZNF519	NR_033354	chr18	-	14075988	14132489	NR_033354_refseq	0.2924015	0.288435	0.988536218
ZNF521	NM_015461	chr18	-	22641887	22932214	NM_015461_refseq	14.003607	16.7418675	0.783844535
ZNF524	NM_153219	chr19	+	56111705	56114504	NM_153219_refseq	6.248877	7.8085705	0.64889548
ZNF525	NR_003699	chr19	+	53868967	53889841	NR_003699_refseq	0.2405875	0.225606	0.970664998
ZNF526	NM_133444	chr19	+	42724491	42732353	NM_133444_refseq	0	0	1
ZNF527	NM_032453	chr19	+	37862058	37883966	NM_032453_refseq	0.949118	0.89681	0.949732407
ZNF528	NM_032423	chr19	+	52901120	52921657	NM_032423_refseq	0.525008	0.9015185	0.676073405
ZNF528-AS1	NR_125345	chr19	-	52892092	52901010	NR_125345_refseq	2.023682	1.810655	0.883240804
ZNF529	NM_001145649	chr19	-	37034516	37096178	NM_001145649_refseq	0	0	1
ZNF529	NM_001145650	chr19	-	37034516	37096178	NM_001145650_refseq	0	0	1
ZNF529	NM_020951	chr19	-	37034516	37064197	NM_020951_refseq	0	0	1
ZNF529	NR_027239	chr19	-	37071154	37096178	NR_027239_refseq	4.159939	4.0619715	0.951022641
ZNF529-AS1	NR_110703	chr19	+	37063971	37085618	NR_110703_refseq	0	0	1
ZNF529-AS1	NR_110704	chr19	+	37063971	37085618	NR_110704_refseq	0	0	1
ZNF529-AS1	NR_110705	chr19	+	37063971	37085618	NR_110705_refseq	0	0	1
ZNF529-AS1	NR_110706	chr19	+	37063971	37068817	NR_110706_refseq	0	0	1
ZNF530	NM_020880	chr19	+	58111252	58119637	NM_020880_refseq	0	0	1
ZNF532	NM_018181	chr18	+	56530060	56653709	NM_018181_refseq	8.21136	2.286474	0.408633021
ZNF534	NM_001143938	chr19	+	52934666	52942699	NM_001143938_refseq	0	0	1
ZNF534	NM_001143939	chr19	+	52934666	52942699	NM_001143939_refseq	0	0	1
ZNF534	NM_001291368	chr19	+	52934666	52955192	NM_001291368_refseq	0	0	1
ZNF534	NM_001291369	chr19	+	52934666	52955192	NM_001291369_refseq	0	0	1
ZNF536	NM_014717	chr19	+	30863327	31048965	NM_014717_refseq	2.6829805	0.5018485	0.081334587
ZNF540	NM_001172225	chr19	+	38085730	38105079	NM_001172225_refseq	0	0	1
ZNF540	NM_001172226	chr19	+	38085730	38105079	NM_001172226_refseq	0	0	1
ZNF540	NM_152606	chr19	+	38042272	38105079	NM_152606_refseq	0.3238545	0	0.345174628
ZNF541	NM_001277075	chr19	-	48023941	48059113	NM_001277075_refseq	0.0717425	0.00651	0.7202549
ZNF542P	NR_003127	chr19	+	56879467	56891196	NR_003127_refseq	0.196183	0	0.461102136
ZNF542P	NR_024055	chr19	+	56879489	56891196	NR_024055_refseq	0	0	1
ZNF542P	NR_024056	chr19	+	56879489	56891196	NR_024056_refseq	0	0	1
ZNF542P	NR_024057	chr19	+	56879489	56891196	NR_024057_refseq	0	0	1
ZNF542P	NR_033418	chr19	+	56879489	56891196	NR_033418_refseq	0.0339465	0.2881225	0.504614269
ZNF543	NM_213598	chr19	+	57831864	57842144	NM_213598_refseq	2.310857	2.579164	0.878220111
ZNF544	NM_014480	chr19	+	58740069	58775008	NM_014480_refseq	0	0	1
ZNF546	NM_001297763	chr19	+	40502942	40526948	NM_001297763_refseq	0	0	1
ZNF546	NM_178544	chr19	+	40502942	40526948	NM_178544_refseq	0.834682	0.36583	0.549242209
ZNF547	NM_173631	chr19	+	57874802	57890925	NM_173631_refseq	0.567288	0.0468185	0.313318075
ZNF548	NM_001172773	chr19	+	57901217	57913919	NM_001172773_refseq	1.0558115	0.830803	0.820122925
ZNF548	NM_152909	chr19	+	57901217	57913919	NM_152909_refseq	0	0	1
ZNF549	NM_001199295	chr19	+	58038692	58052244	NM_001199295_refseq	2.283067	2.040264	0.855221404
ZNF549	NM_153263	chr19	+	58038692	58052244	NM_153263_refseq	0	0	1
ZNF550	NM_001277090	chr19	-	58053203	58071231	NM_001277090_refseq	2.613412	1.817562	0.621748689
ZNF550	NM_001277091	chr19	-	58053203	58071231	NM_001277091_refseq	0	0	1
ZNF550	NM_001277092	chr19	-	58053203	58071231	NM_001277092_refseq	0	0	1
ZNF550	NM_001277093	chr19	-	58053203	58071231	NM_001277093_refseq	0	0	1
ZNF551	NM_001270938	chr19	+	58193336	58201169	NM_001270938_refseq	0	0	1
ZNF551	NM_138347	chr19	+	58193336	58201169	NM_138347_refseq	3.6768195	3.4685965	0.901330677
ZNF551	NR_073102	chr19	+	58193336	58201169	NR_073102_refseq	0	0	1
ZNF552	NM_024762	chr19	-	58318449	58326281	NM_024762_refseq	3.4671185	6.1851965	0.333540747
ZNF554	NM_001102651	chr19	+	2819871	2836733	NM_001102651_refseq	0.289527	0.0791475	0.614337504
ZNF555	NM_001172775	chr19	+	2841432	2860472	NM_001172775_refseq	0	0	1
ZNF555	NM_152791	chr19	+	2841432	2860472	NM_152791_refseq	0.5322325	0.1924695	0.569396936
ZNF556	NM_001300843	chr19	+	2867332	2878503	NM_001300843_refseq	0	0	1
ZNF556	NM_024967	chr19	+	2867332	2878503	NM_024967_refseq	0	0	1
ZNF557	NM_001044387	chr19	+	7069470	7087978	NM_001044387_refseq	0	0	1
ZNF557	NM_001044388	chr19	+	7069470	7087978	NM_001044388_refseq	0	0	1
ZNF557	NM_024341	chr19	+	7069470	7087978	NM_024341_refseq	1.9908115	1.7715205	0.860263401
ZNF558	NM_001304350	chr19	-	8920251	8932739	NM_001304350_refseq	0	0	1
ZNF558	NM_144693	chr19	-	8920251	8942980	NM_144693_refseq	1.6593055	1.0747745	0.61787803
ZNF559	NM_001202406	chr19	+	9434447	9454521	NM_001202406_refseq	0	0	1
ZNF559	NM_001202407	chr19	+	9434447	9454521	NM_001202407_refseq	0	0	1
ZNF559	NM_001202408	chr19	+	9434447	9454521	NM_001202408_refseq	0	0	1
ZNF559	NM_001202409	chr19	+	9434447	9454521	NM_001202409_refseq	0.770429	0.9329855	0.875400235
ZNF559	NM_001202410	chr19	+	9434447	9454521	NM_001202410_refseq	0	0	1
ZNF559	NM_001202411	chr19	+	9434447	9454521	NM_001202411_refseq	0	0	1
ZNF559	NM_001202412	chr19	+	9434901	9454521	NM_001202412_refseq	0	0	1
ZNF559	NM_032497	chr19	+	9434447	9454521	NM_032497_refseq	0	0	1
ZNF559-ZNF177	NM_001172650	chr19	+	9434901	9493293	NM_001172650_refseq	0	0	1
ZNF559-ZNF177	NM_001202425	chr19	+	9435370	9493293	NM_001202425_refseq	0.7441415	0.3238865	0.566987596
ZNF560	NM_152476	chr19	-	9577030	9609279	NM_152476_refseq	0	0	1
ZNF561	NM_152289	chr19	-	9718001	9731916	NM_152289_refseq	9.1682605	7.0468715	0.613233107
ZNF561-AS1	NR_122038	chr19	+	9732157	9745538	NR_122038_refseq	7.4053545	4.0281455	0.348786888
ZNF562	NM_001130031	chr19	-	9759337	9785776	NM_001130031_refseq	3.328916	3.878367	0.873087908
ZNF562	NM_001130032	chr19	-	9759337	9785776	NM_001130032_refseq	0	0	1
ZNF562	NM_001300885	chr19	-	9759337	9785776	NM_001300885_refseq	0	0	1
ZNF562	NM_017656	chr19	-	9759337	9785776	NM_017656_refseq	0	0	1
ZNF563	NM_145276	chr19	-	12428303	12444534	NM_145276_refseq	0	0	1
ZNF564	NM_144976	chr19	-	12636183	12662356	NM_144976_refseq	3.156977	0.892255	0.115906124
ZNF565	NM_001042474	chr19	-	36672961	36705986	NM_001042474_refseq	0.1014305	0.6485785	0.359826061
ZNF565	NM_152477	chr19	-	36672961	36705575	NM_152477_refseq	0	0	1
ZNF566	NM_001145343	chr19	-	36936020	36980463	NM_001145343_refseq	0	0	1
ZNF566	NM_001145344	chr19	-	36936020	36980463	NM_001145344_refseq	0	0	1
ZNF566	NM_001145345	chr19	-	36936020	36980463	NM_001145345_refseq	0	0.020831	0.810953851
ZNF566	NM_001300970	chr19	-	36936020	36980804	NM_001300970_refseq	0.355801	1.037603	0.430936544
ZNF566	NM_032838	chr19	-	36936020	36980337	NM_032838_refseq	0	0	1
ZNF567	NM_001300979	chr19	+	37178513	37212238	NM_001300979_refseq	0	0	1
ZNF567	NM_152603	chr19	+	37180301	37212238	NM_152603_refseq	0	0	1
ZNF568	NM_001204835	chr19	+	37407230	37443645	NM_001204835_refseq	0	0	1
ZNF568	NM_001204836	chr19	+	37407230	37443645	NM_001204836_refseq	0	0	1
ZNF568	NM_001204837	chr19	+	37407230	37443645	NM_001204837_refseq	0	0	1
ZNF568	NM_001204838	chr19	+	37407230	37488834	NM_001204838_refseq	0	0.0734035	0.653922006
ZNF568	NM_001204839	chr19	+	37407230	37488834	NM_001204839_refseq	0	0	1
ZNF568	NM_198539	chr19	+	37407230	37443645	NM_198539_refseq	0	0.1354175	0.542953141
ZNF569	NM_152484	chr19	-	37902059	37958339	NM_152484_refseq	0.400767	0.4582425	0.937026421
ZNF57	NM_173480	chr19	+	2900895	2918474	NM_173480_refseq	1.185692	0.7390775	0.659658012
ZNF570	NM_001300993	chr19	+	37958673	37976260	NM_001300993_refseq	0.3600265	0	0.320011452
ZNF570	NM_144694	chr19	+	37959959	37976260	NM_144694_refseq	0	0	1
ZNF571	NM_001290314	chr19	-	38055154	38085693	NM_001290314_refseq	0	0	1
ZNF571	NM_016536	chr19	-	38055154	38085693	NM_016536_refseq	0	0	1
ZNF571-AS1	NR_038247	chr19	+	38039850	38078248	NR_038247_refseq	0	0	1
ZNF571-AS1	NR_038248	chr19	+	38039850	38078248	NR_038248_refseq	0	0	1
ZNF571-AS1	NR_038249	chr19	+	38042272	38078248	NR_038249_refseq	0	0	1
ZNF571-AS1	NR_038250	chr19	+	38042272	38078248	NR_038250_refseq	0	0	1
ZNF572	NM_152412	chr8	+	125985538	125991630	NM_152412_refseq	0.0242285	0.489848	0.318761512
ZNF573	NM_001172689	chr19	-	38229202	38270230	NM_001172689_refseq	0	0	1
ZNF573	NM_001172690	chr19	-	38229202	38270230	NM_001172690_refseq	0	0	1
ZNF573	NM_001172691	chr19	-	38229202	38270230	NM_001172691_refseq	0	0	1
ZNF573	NM_001172692	chr19	-	38229202	38270230	NM_001172692_refseq	0	0	1
ZNF573	NM_152360	chr19	-	38229202	38270230	NM_152360_refseq	0.6285915	0.283509	0.610811189
ZNF574	NM_022752	chr19	+	42580289	42585720	NM_022752_refseq	13.5304895	9.4391465	0.407743586
ZNF575	NM_174945	chr19	+	44037339	44040284	NM_174945_refseq	3.2739705	2.9646705	0.91076734
ZNF576	NM_001145347	chr19	+	44100737	44104587	NM_001145347_refseq	0	6.577562	0.024734961
ZNF576	NM_024327	chr19	+	44100543	44104587	NM_024327_refseq	20.1805385	3.396517	0.034214859
ZNF577	NM_001135590	chr19	-	52374550	52391189	NM_001135590_refseq	0	0	1
ZNF577	NM_032679	chr19	-	52374550	52391229	NM_032679_refseq	1.856077	1.178825	0.571055953
ZNF577	NR_024181	chr19	-	52359055	52391189	NR_024181_refseq	0	0	1
ZNF578	NM_001099694	chr19	+	52956828	53020131	NM_001099694_refseq	0.057679	0.134892	0.804517729
ZNF579	NM_152600	chr19	-	56088890	56092211	NM_152600_refseq	3.9766415	2.396326	0.387700069
ZNF580	NM_001163423	chr19	+	56153462	56154836	NM_001163423_refseq	0	0	1
ZNF580	NM_016202	chr19	+	56153417	56154836	NM_016202_refseq	43.923834	15.8293245	0.368517718
ZNF580	NM_207115	chr19	+	56152391	56154836	NM_207115_refseq	0	0	1
ZNF581	NM_016535	chr19	+	56154985	56156989	NM_016535_refseq	5.742717	4.6530605	0.674801064
ZNF582	NM_144690	chr19	-	56894647	56904889	NM_144690_refseq	0	0	1
ZNF582-AS1	NR_037159	chr19	+	56905044	56910539	NR_037159_refseq	0	0	1
ZNF582-AS1	NR_037160	chr19	+	56905044	56910544	NR_037160_refseq	0.015844	1.0035565	0.124914706
ZNF582-AS1	NR_037161	chr19	+	56905044	56910539	NR_037161_refseq	0.183605	0	0.475699151
ZNF583	NM_001159860	chr19	+	56915382	56936400	NM_001159860_refseq	0	0	1
